"tier";"championName";"championId";"teamPosition";"match_cnt";"win_cnt";"ban_cnt";"pick_cnt";"win_rate";"ban_rate";"pick_rate";"av_kda";"most_priperk1";"most_priperk2";"most_priperk3";"most_priperk4";"most_pristyle";"most_subperk1";"most_subperk2";"most_substyle";"abil_def";"abil_fle";"abil_off";"spell1_1";"spell1_2";"spell1_cnt";"spell1_rate";"spell1_win";"spell2_1";"spell2_2";"spell2_cnt";"spell2_rate";"spell2_win";"skill_build1";"skill_build2";"skill_build3";"skill_cnt";"skill_rate";"skill_win";"item_set1_1";"item_set1_2";"item_set1_3";"item_set1_4";"item_set1_5";"item_set1_6";"item_set1_7";"item_set1_8";"item_set1_cnt";"item_set1_rate";"item_set1_win";"item_set2_1";"item_set2_2";"item_set2_3";"item_set2_4";"item_set2_5";"item_set2_6";"item_set2_7";"item_set2_8";"item_set2_cnt";"item_set2_rate";"item_set2_win";"shoes1";"shoes1_cnt";"shoes1_rate";"shoes1_win";"shoes2";"shoes2_cnt";"shoes2_rate";"shoes2_win";"core1_1";"core1_2";"core1_3";"core1_4";"core1_5";"core1_6";"core1_cnt";"core1_rate";"core1_win";"core2_1";"core2_2";"core2_3";"core2_4";"core2_5";"core2_6";"core2_cnt";"core2_rate";"core2_win";"core3_1";"core3_2";"core3_3";"core3_4";"core3_5";"core3_6";"core3_cnt";"core3_rate";"core3_win"
"pla";"Graves";"";"";579;26;0;47;0.5532;0.0;0.0812;3.41;"8128";"8143";"8138";"8135";"8100";"8128";"8143";"8000";"5002";"5008";"5005";"32";"4";30;0.64;0.53;"4";"32";"7";"0.15";"0.43";"1";"3";"2";34;0.72;0.59;"3134";"1001";"";"";"";"";"";"";25;0.53;0.6;"3134";"";"";"";"";"";"";"";2;0.04;0.5;"3111";30;0.64;0.63;"3006";9;0.19;0.56;"6691";"6676";"3072";"";"";"";"3";0.06;0.33;"6691";"6676";"";"";"";"";"2";0.04;1.0;"6691";"6676";"3072";"3156";"";"";"1";0.02;1.0
"pla";"Zyra";"";"";579;13;0;27;0.4815;0.0;0.0466;3.89;"8128";"8126";"8138";"8106";"8100";"8128";"8126";"8000";"5002";"5008";"5008";"3";"4";12;0.44;0.5;"32";"4";"3";"0.11";"0.33";"1";"3";"2";13;0.48;0.77;"3802";"1001";"";"";"";"";"";"";21;0.78;0.52;"1001";"3802";"";"";"";"";"";"";1;0.04;0.0;"3020";24;0.89;0.42;"3111";1;0.04;1.0;"6653";"3116";"";"";"";"";"2";0.07;1.0;"6653";"3165";"4637";"";"";"";"2";0.07;0.5;"6653";"3116";"4637";"";"";"";"2";0.07;0.5
"pla";"Sett";"";"";579;18;0;35;0.5143;0.0;0.0604;2.84;"8010";"9111";"9105";"8299";"8000";"8010";"9111";"8400";"5002";"5008";"5005";"32";"4";26;0.74;0.5;"4";"32";"9";"0.26";"0.56";"2";"1";"3";23;0.66;0.52;"6029";"1001";"";"";"";"";"";"";7;0.2;0.29;"3801";"1028";"2031";"";"";"";"";"";6;0.17;0.67;"3111";27;0.77;0.52;"3047";5;0.14;0.6;"3084";"3748";"";"";"";"";"3";0.09;0.67;"3084";"3748";"3053";"";"";"";"2";0.06;0.5;"3084";"";"";"";"";"";"2";0.06;0.5
"pla";"Nautilus";"";"";579;28;0;43;0.6512;0.0;0.0743;3.85;"8439";"8401";"8473";"8451";"8400";"8439";"8401";"8000";"5001";"5002";"5007";"32";"4";29;0.67;0.62;"4";"32";"9";"0.21";"0.67";"1";"2";"3";13;0.3;0.77;"2051";"3070";"2003";"";"";"";"";"";8;0.19;1.0;"3105";"2031";"";"";"";"";"";"";8;0.19;0.62;"3111";33;0.77;0.64;"3047";7;0.16;0.71;"6665";"";"";"";"";"";"3";0.07;0.67;"6665";"3068";"";"";"";"";"2";0.05;0.0;"6665";"3119";"3068";"";"";"";"2";0.05;1.0
"pla";"Karthus";"";"";579;20;0;38;0.5263;0.0;0.0656;2.79;"8128";"8126";"8138";"8106";"8100";"8128";"8126";"8000";"5002";"5008";"5008";"32";"4";28;0.74;0.5;"4";"32";"5";"0.13";"1";"1";"3";"2";30;0.79;0.57;"3802";"1001";"";"";"";"";"";"";24;0.63;0.54;"3802";"";"";"";"";"";"";"";4;0.11;0.5;"3020";34;0.89;0.5;"3158";1;0.03;1.0;"6653";"4637";"4645";"";"";"";"4";0.11;0.25;"6653";"4645";"3089";"";"";"";"3";0.08;0.67;"6653";"4645";"3089";"4637";"";"";"3";0.08;0.67
"pla";"Sion";"";"";579;9;0;17;0.5294;0.0;0.0294;3.55;"8437";"8446";"8429";"8451";"8400";"8437";"8446";"8000";"5002";"5008";"5005";"32";"4";13;0.76;0.46;"4";"32";"3";"0.18";"1";"1";"2";"3";11;0.65;0.55;"1011";"1028";"2003";"2003";"";"";"";"";5;0.29;0.6;"3801";"1028";"";"";"";"";"";"";2;0.12;0.5;"3111";11;0.65;0.64;"3009";2;0.12;0.0;"3084";"3075";"3083";"3068";"3748";"";"1";0.06;1.0;"6665";"3110";"";"";"";"";"1";0.06;0.0;"3084";"4401";"3068";"3083";"3193";"";"1";0.06;1.0
"pla";"Kled";"";"";579;2;0;3;0.6667;0.0;0.0052;3.55;"8010";"9111";"9105";"8299";"8000";"8010";"9111";"8400";"5002";"5008";"5005";"32";"4";3;1.0;0.67;"";"";"1";"0.33";"0";"1";"2";"3";2;0.67;1.0;"6029";"1001";"";"";"";"";"";"";1;0.33;1.0;"2051";"1001";"2031";"";"";"";"";"";1;0.33;1.0;"3111";2;0.67;0.5;"3047";1;0.33;1.0;"6630";"3071";"6333";"3033";"3748";"";"1";0.33;1.0;"6630";"4401";"3065";"3053";"4401";"3193";"1";0.33;1.0;"3084";"";"";"";"";"";"1";0.33;0.0
"pla";"Fiora";"";"";579;17;0;34;0.5;0.0;0.0587;3.72;"8010";"9111";"9104";"8014";"8000";"8010";"9111";"8100";"5002";"5008";"5005";"32";"4";20;0.59;0.5;"4";"32";"8";"0.24";"0.62";"1";"3";"2";19;0.56;0.58;"3057";"1036";"1001";"2003";"";"";"";"";11;0.32;0.55;"3057";"1036";"1036";"";"";"";"";"";4;0.12;0.5;"3111";16;0.47;0.62;"3047";8;0.24;0.25;"6632";"3074";"";"";"";"";"8";0.24;0.5;"6632";"3074";"6333";"3161";"3065";"";"2";0.06;0.5;"6632";"3161";"6333";"3074";"";"";"1";0.03;1.0
"pla";"Khazix";"";"";579;26;0;43;0.6047;0.0;0.0743;3.35;"8128";"8143";"8138";"8135";"8100";"8128";"8143";"8000";"5002";"5008";"5008";"32";"4";29;0.67;0.62;"4";"32";"12";"0.28";"0.5";"2";"1";"3";24;0.56;0.58;"3070";"1036";"1036";"1001";"";"";"";"";24;0.56;0.62;"3134";"1001";"";"";"";"";"";"";6;0.14;0.67;"3158";26;0.6;0.73;"3111";9;0.21;0.44;"6691";"3004";"6676";"";"";"";"4";0.09;0.75;"6691";"3004";"6694";"6676";"";"";"3";0.07;0.67;"6691";"3004";"6694";"";"";"";"3";0.07;0.33
"pla";"Maokai";"";"";579;19;0;42;0.4524;0.0;0.0725;3.8;"8439";"8463";"8429";"8451";"8400";"8439";"8463";"8000";"5001";"5002";"5007";"32";"4";30;0.71;0.47;"4";"32";"5";"0.12";"0.4";"3";"1";"2";17;0.4;0.47;"3802";"1001";"";"";"";"";"";"";11;0.26;0.55;"2051";"3070";"2003";"";"";"";"";"";5;0.12;0.6;"3111";15;0.36;0.33;"3020";9;0.21;0.44;"6665";"3068";"3065";"";"";"";"3";0.07;0.33;"6653";"4637";"";"";"";"";"3";0.07;0.67;"6653";"";"";"";"";"";"2";0.05;0.0
"pla";"Jax";"";"";579;9;0;24;0.375;0.0;0.0415;2.27;"8008";"9111";"9105";"8299";"8000";"8008";"9111";"8400";"5002";"5008";"5005";"32";"4";20;0.83;0.25;"4";"32";"4";"0.17";"1";"2";"1";"3";11;0.46;0.36;"3057";"1036";"1001";"2003";"";"";"";"";5;0.21;0.2;"3057";"1036";"1001";"2003";"3057";"1036";"1036";"";2;0.08;0.0;"3111";16;0.67;0.38;"3047";6;0.25;0.5;"6632";"";"";"";"";"";"2";0.08;0.5;"6632";"3161";"6333";"";"";"";"2";0.08;0.0;"6632";"3153";"6333";"";"";"";"2";0.08;0.5
"pla";"Garen";"";"";579;16;0;27;0.5926;0.0;0.0466;3.39;"8010";"9111";"9105";"8299";"8000";"8010";"9111";"8400";"5002";"5008";"5008";"32";"4";19;0.7;0.68;"4";"32";"6";"0.22";"0.5";"3";"1";"2";22;0.81;0.59;"6029";"1001";"";"";"";"";"";"";9;0.33;0.44;"2051";"1001";"2031";"";"";"";"";"";3;0.11;0.67;"3111";18;0.67;0.56;"3047";4;0.15;0.75;"6631";"3071";"4401";"";"";"";"3";0.11;0.67;"6631";"3742";"4401";"";"";"";"2";0.07;0.5;"6630";"3071";"3075";"3068";"3053";"";"1";0.04;0.0
"pla";"Akali";"";"";579;22;0;51;0.4314;0.0;0.0881;3.06;"8010";"8009";"9105";"8014";"8000";"8010";"8009";"8100";"5002";"5008";"5008";"32";"4";36;0.71;0.42;"4";"32";"13";"0.25";"0.54";"1";"3";"2";32;0.63;0.44;"3145";"1001";"2003";"";"";"";"";"";22;0.43;0.45;"3145";"1001";"";"";"";"";"";"";6;0.12;0.33;"3020";39;0.76;0.41;"3111";7;0.14;0.43;"3152";"4645";"";"";"";"";"5";0.1;0.4;"3152";"4645";"3157";"";"";"";"3";0.06;0.33;"3152";"4645";"3157";"3089";"";"";"2";0.04;1.0
"pla";"Leona";"";"";579;9;0;20;0.45;0.0;0.0345;3.1;"8439";"8463";"8473";"8451";"8400";"8439";"8463";"8000";"5001";"5002";"5007";"32";"4";14;0.7;0.5;"4";"32";"6";"0.3";"0.33";"2";"3";"1";9;0.45;0.33;"3105";"2031";"";"";"";"";"";"";5;0.25;0.6;"2051";"3070";"2003";"";"";"";"";"";2;0.1;0.5;"3111";14;0.7;0.43;"3047";6;0.3;0.5;"6665";"3075";"4401";"";"";"";"2";0.1;0.5;"6665";"3068";"3193";"3075";"3119";"";"1";0.05;0.0;"3084";"3119";"3068";"";"";"";"1";0.05;0.0
